the,film,'s,sense,of,imagery,gives,it,a,terrible,strength,",",but,it,'s,propelled,by,the,acting,.,1,1,correct,,,,,,,,,,
0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,
generic,thriller,junk,.,teens,only,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
a,puzzling,experience,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,'s,badly,acted,",",blandly,directed,",",and,could,have,been,scripted,by,someone,who,just,graduated,from,elementary,school,.,0,0,correct,,,,,,,,
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
video,games,are,more,involving,than,this,mess,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,
0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
i,can,easily,imagine,benigni,'s,pinocchio,becoming,a,christmas,perennial,.,coal,is,n't,as,easy,to,come,by,as,it,used,to,be,and,this,would,be,a,0,0,correct
0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,,,
a,woozy,",",roisterous,",",exhausting,mess,",",and,the,off-beat,casting,of,its,two,leads,turns,out,to,be,as,ill-starred,as,you,might,expect,.,0,0,correct,,,
0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
stage,director,sam,mendes,showcases,tom,hanks,as,a,depression,era,hit-man,in,this,dark,tale,of,revenge,.,1,1,correct,,,,,,,,,,,
0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
the,château,would,have,been,benefited,from,a,sharper,",",cleaner,script,before,it,went,in,front,of,the,camera,.,not,to,mention,a,sharper,",",cleaner,camera,lens,0,0,correct
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,,,
lyne,'s,latest,",",the,erotic,thriller,unfaithful,",",further,demonstrates,just,how,far,his,storytelling,skills,have,eroded,.,1,0,wrong,,,,,,,,,,
0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
not,since,ghostbusters,has,a,film,used,manhattan,'s,architecture,in,such,a,gloriously,goofy,way,.,0,1,wrong,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,
the,film,desperately,sinks,further,and,further,into,comedy,futility,.,0,0,correct,,,,,,,,,,,,,,,,,,,
1,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
it,sounds,sick,and,twisted,",",but,the,miracle,of,shainberg,'s,film,is,that,it,truly,is,romance,1,1,correct,,,,,,,,,,,
1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,
it,'s,another,stale,",",kill-by-numbers,flick,",",complete,with,blade-thin,characters,and,terrible,",",pun-laden,dialogue,.,0,0,correct,,,,,,,,,,,,
1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,
works,better,in,the,conception,than,it,does,in,the,execution,.,.,.,winds,up,seeming,just,a,little,too,clever,.,0,0,correct,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,,,,,,,,,
one,of,the,most,haunting,",",viciously,honest,coming-of-age,films,in,recent,memory,.,1,1,correct,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
the,storylines,are,woven,together,skilfully,",",the,magnificent,swooping,aerial,shots,are,breathtaking,",",and,the,overall,experience,is,awesome,.,1,1,correct,,,,,,,,
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,
.,.,.,a,ho-hum,affair,",",always,watchable,yet,hardly,memorable,.,0,0,correct,,,,,,,,,,,,,,,,,
0,0,0,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,
preposterous,and,tedious,",",sonny,is,spiked,with,unintentional,laughter,that,",",unfortunately,",",occurs,too,infrequently,to,make,the,film,even,a,guilty,pleasure,.,0,0,correct,,,,
1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
the,film,does,n't,sustain,its,initial,promise,with,a,jarring,",",new-agey,tone,creeping,into,the,second,half,0,1,wrong,,,,,,,,,,,
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
an,entertaining,documentary,that,freshly,considers,arguments,the,bard,'s,immortal,plays,were,written,by,somebody,else,.,1,1,correct,,,,,,,,,,,,
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
although,mainstream,american,movies,tend,to,exploit,the,familiar,",",every,once,in,a,while,a,film,arrives,from,the,margin,that,gives,viewers,a,chance,to,learn,",",to,1,1,correct
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,,,
blade,ii,has,a,brilliant,director,and,charismatic,star,",",but,it,suffers,from,rampant,vampire,devaluation,.,0,0,correct,,,,,,,,,,,,
0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,
the,last,20,minutes,are,somewhat,redeeming,",",but,most,of,the,movie,is,the,same,teenage,american,road-trip,drek,we,'ve,seen,before,-,only,this,time,you,have,0,0,correct
0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
with,generic,sets,and,b-grade,special,effects,",",jason,is,about,as,convincing,on,the,sci-fi,front,as,tv,'s,defunct,cleopatra,2525,.,0,0,correct,,,,,,
1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
although,.,.,.,visually,striking,and,slickly,staged,",",it,'s,also,cold,",",grey,",",antiseptic,and,emotionally,desiccated,.,0,0,correct,,,,,,,,
1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,
it,is,so,earnest,",",so,overwrought,and,so,wildly,implausible,that,it,begs,to,be,parodied,.,0,0,correct,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,
long,on,twinkly-eyed,close-ups,and,short,on,shame,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
all,but,the,most,persnickety,preteens,should,enjoy,this,nonthreatening,but,thrilling,adventure,.,1,1,correct,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,
secretary,``,is,owned,by,its,costars,",",spader,and,gyllenhaal,.,maggie,g,.,makes,an,amazing,breakthrough,in,her,first,starring,role,and,eats,up,the,screen,.,1,1,correct
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,,,
the,charm,of,revolution,os,is,rather,the,way,it,introduces,you,to,new,",",fervently,held,ideas,and,fanciful,thinkers,.,1,1,correct,,,,,,,,
1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,
the,film,has,a,laundry,list,of,minor,shortcomings,",",but,the,numerous,scenes,of,gory,mayhem,are,worth,the,price,of,admission,.,.,.,if,``,gory,mayhem,0,1,wrong
0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,,,
it,'s,not,particularly,well,made,",",but,since,i,found,myself,howling,more,than,cringing,",",i,'d,say,the,film,works,.,0,1,wrong,,,,,,
1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,
a,sentimental,but,entirely,irresistible,portrait,of,three,aging,sisters,.,1,1,correct,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
any,reasonably,creative,eighth-grader,could,have,written,a,more,credible,script,",",though,with,the,same,number,of,continuity,errors,.,0,0,correct,,,,,,,,,
1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,
[,a,],shapeless,blob,of,desperate,entertainment,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,
0,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
a,better,title,",",for,all,concerned,",",might,be,swept,under,the,rug,.,1,0,wrong,,,,,,,,,,,,,,,
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,sometimes,tedious,film,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-faced,renner,is,eerily,convincing,as,this,bland,blank,of,a,man,with,unimaginable,demons,within,.,1,1,correct,,,,,,,,,,,,,
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
yet,another,genre,exercise,",",gangster,no,.,1,is,as,generic,as,its,title,.,0,0,correct,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,
one,sloughs,one,'s,way,through,the,mire,of,this,alleged,psychological,thriller,in,search,of,purpose,or,even,a,plot,.,0,0,correct,,,,,,,,
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
rock,solid,family,fun,out,of,the,gates,",",extremely,imaginative,through,out,",",but,wanes,in,the,middle,0,1,wrong,,,,,,,,,,,
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
what,'s,most,striking,about,this,largely,celebratory,film,.,.,.,is,the,sense,of,isolation,that,permeates,these,bastions,of,individuality,in,an,ikea,world,.,1,1,correct,,
1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
there,is,not,a,character,in,the,movie,with,a,shred,of,plausibility,",",not,an,event,that,is,believable,",",not,a,confrontation,that,is,not,staged,",",not,0,0,correct
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,,
every,note,rings,FALSE,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cannon,'s,confidence,and,laid-back,good,spirits,are,",",with,the,drumming,routines,",",among,the,film,'s,saving,graces,.,1,1,correct,,,,,,,,,
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
the,creative,animation,work,may,not,look,as,fully,'rendered,',as,pixar,'s,industry,standard,",",but,it,uses,lighting,effects,and,innovative,backgrounds,to,an,equally,impressive,degree,1,1,correct
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,,,
a,cross,between,blow,and,boyz,n,the,hood,",",this,movie,strives,to,be,more,",",but,does,n't,quite,get,there,.,good,performances,keep,it,from,being,1,0,wrong
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,,,
the,lousy,john,q,all,but,spits,out,denzel,washington,'s,fine,performance,in,the,title,role,.,0,0,correct,,,,,,,,,,,,
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
as,bundy,",",michael,reilly,burke,(,octopus,2,:,river,of,fear,),has,just,the,right,amount,of,charisma,and,menace,.,1,1,correct,,,,,,
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,,,,,,,,,
irwin,is,a,man,with,enough,charisma,and,audacity,to,carry,a,dozen,films,",",but,this,particular,result,is,ultimately,held,back,from,being,something,greater,.,0,0,correct,,
0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,
if,anything,",",see,it,for,karen,black,",",who,camps,up,a,storm,as,a,fringe,feminist,conspiracy,theorist,named,dirty,dick,.,0,0,correct,,,,,,
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
dramatically,lackluster,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,'s,not,exactly,worth,the,bucks,to,expend,the,full,price,for,a,date,",",but,when,it,comes,out,on,video,",",it,'s,well,worth,a,rental,1,0,wrong
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,,,
a,gem,of,a,romantic,crime,comedy,that,turns,out,to,be,clever,",",amusing,and,unpredictable,.,1,1,correct,,,,,,,,,,,,
1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,,,,,,,,,,,,,,,
among,the,year,'s,most,intriguing,explorations,of,alientation,.,1,1,correct,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
a,one-trick,pony,whose,few,t,&,a,bits,still,ca,n't,save,itself,from,being,unoriginal,",",unfunny,and,unrecommendable,.,0,0,correct,,,,,,,,
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,
dawdles,and,drags,when,it,should,pop,;,it,does,n't,even,have,the,virtue,of,enough,mindless,violence,to,break,up,the,tedium,of,all,its,generational,bonding,.,0,0,correct
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
one,hour,photo,is,an,intriguing,snapshot,of,one,man,and,his,delusions,;,it,'s,just,too,bad,it,does,n't,have,more,flashes,of,insight,.,0,1,wrong,,
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,
though,the,film,is,static,",",its,writer-director,'s,heart,is,in,the,right,place,",",his,plea,for,democracy,and,civic,action,laudable,.,1,1,correct,,,,,
1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,
with,rabbit-proof,fence,",",noyce,has,tailored,an,epic,tale,into,a,lean,",",economical,movie,.,1,1,correct,,,,,,,,,,,,,
1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,
``,.,.,.,something,appears,to,have,been,lost,in,the,translation,this,time,.,the,importance,of,being,earnest,movie,seems,to,be,missing,a,great,deal,of,0,1,wrong
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,,,
efteriades,gives,the,neighborhood,--,scenery,",",vibe,and,all,--,the,cinematic,equivalent,of,a,big,",",tender,hug,.,1,1,correct,,,,,,,,,
0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
wilco,fans,will,have,a,great,time,",",and,the,movie,should,win,the,band,a,few,new,converts,",",too,.,1,1,correct,,,,,,,,
0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
it,never,rises,to,its,clever,what-if,concept,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
if,you,'re,like,me,",",a,sucker,for,a,good,old,fashion,romance,and,someone,who,shamelessly,loves,to,eat,",",then,mostly,martha,offers,all,the,perfect,ingredients,0,1,wrong
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,,,
there,'s,no,denying,the,physically,spectacular,qualities,of,the,film,.,.,.,or,the,emotional,integrity,of,the,performances,.,1,1,correct,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,
sadly,",",'garth,',has,n't,progressed,as,nicely,as,'wayne,.,',1,0,wrong,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
it,almost,feels,as,if,the,movie,is,more,interested,in,entertaining,itself,than,in,amusing,us,.,0,0,correct,,,,,,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
a,coarse,and,stupid,gross-out,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
here,'s,a,british,flick,gleefully,unconcerned,with,plausibility,",",yet,just,as,determined,to,entertain,you,.,1,1,correct,,,,,,,,,,,,
1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,
it,'s,inoffensive,",",cheerful,",",built,to,inspire,the,young,people,",",set,to,an,unending,soundtrack,of,beach,party,pop,numbers,and,aside,from,its,remarkable,camerawork,and,1,0,wrong
1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
it,'s,quite,an,achievement,to,set,and,shoot,a,movie,at,the,cannes,film,festival,and,yet,fail,to,capture,its,visual,appeal,or,its,atmosphere,.,0,0,correct,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,,
while,not,as,aggressively,impressive,as,its,american,counterpart,",",``,in,the,bedroom,",",``,moretti,'s,film,makes,its,own,",",quieter,observations,1,1,correct,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,,,,,,,,
nervy,and,sensitive,",",it,taps,into,genuine,artistic,befuddlement,",",and,at,the,same,time,presents,a,scathing,indictment,of,what,drives,hollywood,.,1,1,correct,,,,,
1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,
unpretentious,",",charming,",",quirky,",",original,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
this,off-putting,french,romantic,comedy,is,sure,to,test,severely,the,indulgence,of,fans,of,amélie,.,0,0,correct,,,,,,,,,,,,,
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
an,edifying,glimpse,into,the,wit,and,revolutionary,spirit,of,these,performers,and,their,era,.,1,1,correct,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
astonishingly,skillful,and,moving,.,.,.,it,could,become,a,historically,significant,work,as,well,as,a,masterfully,made,one,.,1,1,correct,,,,,,,,
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,,,,,,,,
.,.,.,certainly,an,entertaining,ride,",",despite,many,talky,",",slow,scenes,.,but,something,seems,to,be,missing,.,a,sense,of,real,magic,",",perhaps,.,0,1,wrong
0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,
a,slick,",",engrossing,melodrama,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,film,'s,welcome,breeziness,and,some,unbelievably,hilarious,moments,--,most,portraying,the,idiocy,of,the,film,industry,--,make,it,mostly,worth,the,trip,.,1,1,correct,,,
0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,
lathan,and,diggs,carry,the,film,with,their,charisma,",",and,both,exhibit,sharp,comic,timing,that,makes,the,more,hackneyed,elements,of,the,film,easier,to,digest,.,1,1,correct,
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,
not,even,the,hanson,brothers,can,save,it,0,0,correct,,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
a,film,that,presents,an,interesting,",",even,sexy,premise,then,ruins,itself,with,too,many,contrivances,and,goofy,situations,.,0,0,correct,,,,,,,,,
1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,
we,have,an,actor,who,is,great,fun,to,watch,performing,in,a,film,that,is,only,mildly,diverting,.,1,0,wrong,,,,,,,,,,
1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,,,,,,,,,,,,,
nothing,more,than,a,mediocre,trifle,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
once,he,starts,learning,to,compromise,with,reality,enough,to,become,comparatively,sane,and,healthy,",",the,film,becomes,predictably,conventional,.,0,0,correct,,,,,,,,
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,,,,,,,,,,,
insomnia,does,not,become,one,of,those,rare,remakes,to,eclipse,the,original,",",but,it,does,n't,disgrace,it,",",either,.,0,1,wrong,,,,,,,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,
was,that,movie,nothing,more,than,a,tepid,exercise,in,trotting,out,a,formula,that,worked,five,years,ago,but,has,since,lost,its,fizz,?,0,0,correct,,,,
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,,,,,
extremely,well,acted,by,the,four,primary,actors,",",this,is,a,seriously,intended,movie,that,is,not,easily,forgotten,.,1,1,correct,,,,,,,,,
1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,,,,,,,,,,,,
the,wanton,slipperiness,of,*,corpus,and,its,amiable,jerking,and,reshaping,of,physical,time,and,space,would,make,it,a,great,piece,to,watch,with,kids,and,use,to,0,1,wrong
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,,,
even,if,you,do,n't,understand,what,on,earth,is,going,on,",",this,is,a,movie,that,will,stimulate,hours,of,post,viewing,discussion,",",if,only,to,be,0,1,wrong
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,,,
buy,is,an,accomplished,actress,",",and,this,is,a,big,",",juicy,role,.,1,1,correct,,,,,,,,,,,,,,,
0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
the,predominantly,amateur,cast,is,painful,to,watch,",",so,stilted,and,unconvincing,are,the,performances,.,0,0,correct,,,,,,,,,,,,,
0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,
zhuangzhuang,creates,delicate,balance,of,style,",",text,",",and,subtext,that,'s,so,simple,and,precise,that,anything,discordant,would,topple,the,balance,",",but,against,all,odds,",",1,1,correct
0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,,,
hugh,grant,",",who,has,a,good,line,in,charm,",",has,never,been,more,charming,than,in,about,a,boy,.,1,1,correct,,,,,,,,
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
jason,x,is,positively,anti-darwinian,:,nine,sequels,and,400,years,later,",",the,teens,are,none,the,wiser,and,jason,still,kills,on,auto-pilot,.,0,0,correct,,,,
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,
guys,say,mean,things,and,shoot,a,lot,of,bullets,.,some,of,the,characters,die,and,others,do,n't,",",and,the,film,pretends,that,those,living,have,learned,0,0,correct
0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,,,
it,'s,great,escapist,fun,that,recreates,a,place,and,time,that,will,never,happen,again,.,1,1,correct,,,,,,,,,,,,,
1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
deuces,wild,treads,heavily,into,romeo,and,juliet/west,side,story,territory,",",where,it,plainly,has,no,business,going,.,0,0,correct,,,,,,,,,,
0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,
when,the,painted,backdrops,in,a,movie,are,more,alive,than,its,characters,",",you,know,you,'re,in,trouble,.,0,0,correct,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,
it,'s,clear,the,filmmakers,were,n't,sure,where,they,wanted,their,story,to,go,",",and,even,more,clear,that,they,lack,the,skills,to,get,us,to,this,0,0,correct
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,
by,its,modest,",",straight-ahead,standards,",",undisputed,scores,a,direct,hit,.,1,1,correct,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
whether,writer-director,anne,fontaine,'s,film,is,a,ghost,story,",",an,account,of,a,nervous,breakdown,",",a,trip,down,memory,lane,",",all,three,or,none,of,the,0,1,wrong
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
woody,allen,has,really,found,his,groove,these,days,.,the,problem,is,that,it,is,one,that,allows,him,to,churn,out,one,mediocre,movie,after,another,.,0,0,correct,
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,
the,movie,",",like,bartleby,",",is,something,of,a,stiff,--,an,extra-dry,office,comedy,that,seems,twice,as,long,as,its,83,minutes,.,0,0,correct,,,,
1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,
arguably,the,year,'s,silliest,and,most,incoherent,movie,.,0,0,correct,,,,,,,,,,,,,,,,,,,,
1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
adults,",",other,than,the,parents,.,.,.,will,be,hard,pressed,to,succumb,to,the,call,of,the,wild,.,0,0,correct,,,,,,,,
0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
director,boris,von,sychowski,instead,opts,for,a,routine,slasher,film,that,was,probably,more,fun,to,make,than,it,is,to,sit,through,.,0,0,correct,,,,,
0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,
there,is,no,substitute,for,on-screen,chemistry,",",and,when,friel,pulls,the,strings,that,make,williams,sink,into,melancholia,",",the,reaction,in,williams,is,as,visceral,as,a,1,1,correct
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,,,
this,is,lightweight,filmmaking,",",to,be,sure,",",but,it,'s,pleasant,enough,--,and,oozing,with,attractive,men,.,1,1,correct,,,,,,,,,
